country,item_name,veg,non_veg,egg,vegan,quantity_type,quantity,calories_kcal,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,sodium_mg,USD,EUR,GBP,INR,CNY,BRL,JPY,AUD,CAD,SGD,AED,SAR,category
,Bhajia,1,0,0,0,unit,1,120.0,2.0,6.0,14.0,1.2,1.0,145.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Bhakri,0,0,0,1,unit,1,120.0,3.0,1.0,24.0,2.0,0.4,20.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Bharli Vangi,1,0,0,0,g,100,177.0,3.1,14.92,8.5,5.71,3.2,240.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Bharwa Baingan,0,0,0,1,g,100,150.0,3.0,10.0,12.0,4.0,2.5,170.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Bhatt Ki Churkani,1,0,0,0,g,100,150.0,8.0,5.0,15.0,4.0,1.0,150.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Bhel Puri,0,0,0,1,plate,1,210.0,5.0,7.0,31.0,3.0,4.0,320.0,0.88,0.8,0.72,40.0,6.4,4.4,88.0,1.35,1.24,1.2,3.28,3.35,general
,Bhindi Fry,0,0,0,1,g,100,115.0,2.0,7.0,11.0,3.0,2.0,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Bhindi Masala,0,0,0,1,g,100,110.0,2.4,6.0,11.0,3.2,2.4,210.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Bhopali Gosht Korma,0,1,0,0,g,100,260.0,16.0,18.0,6.0,0.8,1.5,370.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Bhopali Pulao,1,0,0,0,unit,1,430.0,8.0,14.0,66.0,3.0,4.0,360.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Bhutte Ka Kees,0,0,0,1,g,100,160.0,4.0,8.0,18.0,2.0,5.0,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
South Korea,Bibimbap,0,1,0,0,g,100,160.0,6.0,4.8,22.0,1.6,2.2,260.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Malta,Bigilla,0,0,0,1,g,100,140.0,7.2,4.0,18.0,5.0,1.2,160.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Bikaneri Bhujia,0,0,0,1,g,100,540.0,11.0,35.0,45.0,4.0,2.0,550.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Bisi Bele Bath,1,0,0,0,unit,1,320.0,8.0,9.0,52.0,6.0,4.0,420.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Bisibele Bath,0,0,0,1,g,100,140.0,4.0,3.8,23.0,2.4,1.2,170.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Bitter gourd,1,0,0,0,g,100,19.68,1.46,0.25,0.97,3.66,0.06,12.28,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Bitter Gourd (Karela),0,0,0,1,unit,1,17.0,1.0,0.2,3.7,2.8,1.9,5.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Netherlands,Bitterballen,0,1,0,0,unit,1,80.0,3.0,5.0,6.0,0.3,0.4,150.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Black berry,1,0,0,0,g,100,54.25,0.92,0.63,7.61,4.35,7.61,1.21,0.55,0.5,0.45,25.0,4.0,2.75,55.0,0.85,0.78,0.75,2.05,2.1,fruits
,Black Coffee,0,0,0,1,ml,100,2.0,0.3,0.0,0.0,0.0,0.0,2.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
,Black gram,1,0,0,0,g,100,307.72,22.52,1.64,45.69,16.17,0.65,22.84,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Black snapper,1,0,0,0,g,100,90.11,19.5,1.24,0.0,0.0,0.0,41.23,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Black Tea,0,0,0,1,ml,100,1.0,0.0,0.0,0.2,0.0,0.0,2.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
,Blackberry,0,0,0,1,unit,1,43.0,1.4,0.5,9.6,5.3,4.9,1.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Blackcurrant,0,0,0,1,unit,1,63.0,1.4,0.4,15.4,4.3,6.8,2.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Blood Lime,0,0,0,1,unit,1,40.0,0.7,0.2,10.0,2.0,7.5,1.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Blood Orange,0,0,0,1,unit,1,47.0,0.9,0.1,11.8,2.4,9.0,1.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Blueberry,0,0,0,1,unit,1,57.0,0.7,0.3,14.5,2.4,10.0,1.0,0.33,0.3,0.27,15.0,2.4,1.65,33.0,0.51,0.46,0.45,1.23,1.26,fruits
,Blueberry Juice,0,0,0,1,ml,100,50.0,0.2,0.1,12.0,0.2,10.0,1.0,0.5,0.45,0.4,22.5,3.6,2.48,49.5,0.76,0.7,0.68,1.84,1.89,fruits
,Bobbatlu,1,0,0,0,unit,1,320.0,8.0,8.0,54.0,4.0,12.0,85.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Boiled Egg,0,0,1,0,unit,1,78.0,6.3,5.3,0.6,0.0,0.6,62.0,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
,Boiled Egg Fry,0,0,1,0,unit,1,120.0,7.0,8.0,2.0,0.0,0.5,160.0,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
India,Boiled Vegetables,0,0,0,1,g,100,45.0,2.0,0.3,9.0,2.8,2.3,35.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Ecuador,Bolon de Verde,1,0,0,0,unit,1,210.0,4.0,7.0,31.0,2.2,1.3,240.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Bombay duck,0,1,0,0,g,100,68.59,13.53,1.03,0.0,0.0,0.0,223.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Bombil Fry (Bombay Duck),0,1,0,0,g,100,220.0,18.0,12.0,8.0,1.0,1.0,420.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Bommuralu,1,0,0,0,g,100,115.92,22.3,2.87,0.0,0.0,0.0,61.87,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Boorelu,1,0,0,0,unit,1,160.0,3.0,5.0,25.0,1.5,10.0,35.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Bora,1,0,0,0,unit,1,100.0,2.0,5.0,12.0,1.0,0.5,110.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Bora (Fritters),1,0,0,0,unit,1,110.0,2.0,5.0,14.0,1.0,0.8,120.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Bottle gourd,1,0,0,0,g,100,12.51,0.48,0.13,1.01,2.11,0.36,1.44,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Bottle Gourd (Lauki),0,0,0,1,unit,1,15.0,0.6,0.0,3.7,1.2,1.7,2.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Luxembourg,Bouneschlupp,0,1,0,0,ml,100,58.0,2.7,2.7,5.8,1.1,1.0,180.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
Ireland,Boxty,1,0,0,0,unit,1,150.0,3.2,4.8,22.0,1.3,0.8,180.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Germany,Bratwurst,0,1,0,0,unit,1,280.0,10.5,24.0,2.0,0.0,0.3,720.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Bread Slice,1,0,0,0,unit,1,70.0,2.4,1.0,12.5,0.8,1.4,125.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
India,Bread Upma,1,0,0,0,g,100,185.0,4.4,5.8,28.0,1.5,3.0,260.0,0.34,0.31,0.28,18.0,2.45,1.68,33.66,0.52,0.47,0.46,1.25,1.29,grains
,Breadfruit,0,0,0,1,unit,1,103.0,1.1,0.2,27.1,4.9,11.0,2.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
Brazil,Brigadeiro,1,0,0,0,unit,1,68.0,1.0,2.8,10.0,0.2,8.5,18.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Brinjal,1,0,0,0,g,100,25.31,1.49,0.32,2.12,3.92,0.98,3.52,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Brinjal (Eggplant),0,0,0,1,unit,1,25.0,1.0,0.2,5.9,3.0,3.5,2.0,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
,Broad beans,1,0,0,0,g,100,29.4,3.85,0.15,2.06,8.63,1.22,20.74,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Broccoli,0,0,0,1,unit,1,34.0,2.8,0.4,6.6,2.6,1.7,33.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Brown Bread,1,0,0,0,unit,1,69.0,3.6,1.1,12.0,1.9,1.4,122.0,0.2,0.18,0.17,10.8,1.47,1.01,20.2,0.31,0.28,0.28,0.75,0.77,grains
,Brown Rice,0,0,0,1,g,100,370.0,7.9,2.9,77.2,3.5,0.9,7.0,0.34,0.31,0.28,18.0,2.45,1.68,33.66,0.52,0.47,0.46,1.25,1.29,grains
United States,Brownie,1,0,0,0,unit,1,220.0,2.8,11.0,29.0,1.4,19.0,95.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Brussels sprouts,1,0,0,0,g,100,44.22,4.26,0.5,4.42,4.29,0.17,18.51,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Slovakia,Bryndzove Halusky,1,0,0,0,g,100,185.0,6.1,8.5,21.0,1.0,1.1,260.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Buddha Bowl,0,0,0,1,g,100,145.0,4.5,5.0,20.0,4.0,2.0,140.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Buddha’s Hand,0,0,0,1,unit,1,40.0,0.5,0.2,9.0,3.0,2.5,1.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
United States,Buffalo Wings,0,1,0,0,unit,1,99.0,6.4,7.2,1.4,0.0,0.3,180.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Burger (Chicken/Beef),0,1,0,0,unit,1,320.0,16.0,14.0,30.0,2.0,5.0,560.0,1.78,1.62,1.46,54.0,12.96,8.91,178.2,2.75,2.51,2.43,6.64,6.8,meat
Mexico,Burrito,0,1,0,0,unit,1,320.0,14.0,10.0,41.0,4.0,2.5,430.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
Mexico,Burrito Bowl,0,1,0,0,g,100,175.0,9.0,5.0,23.0,3.0,1.8,240.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Butter,1,0,0,0,g,100,717.0,0.9,81.1,0.1,0.0,0.1,11.0,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
,Butter Chicken,0,1,0,0,g,100,240.0,16.0,17.0,6.0,0.5,3.0,340.0,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
Canada,Butter Tarts,1,0,0,0,unit,1,150.0,1.5,7.0,21.0,0.4,13.0,85.0,0.71,0.65,0.58,27.0,5.18,3.56,71.28,1.1,1.0,0.97,2.66,2.72,dairy
,Butter Tea,1,0,0,0,ml,100,75.0,1.0,5.0,6.0,0.0,5.0,35.0,1.07,0.97,0.87,40.5,7.78,5.35,106.92,1.65,1.51,1.46,3.99,4.08,dairy
India,Buttermilk,1,0,0,0,ml,100,40.0,1.8,1.0,4.8,0.0,4.8,50.0,1.07,0.97,0.87,40.5,7.78,5.35,106.92,1.65,1.51,1.46,3.99,4.08,dairy
,Button mushroom,1,0,0,0,g,100,27.49,3.68,0.42,0.8,3.11,0.1,7.72,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Cabbage,1,0,0,0,g,100,23.18,1.99,0.18,1.66,2.49,0.74,20.56,0.4,0.36,0.32,20.0,2.88,1.98,39.6,0.61,0.56,0.54,1.48,1.51,vegetables
,Cabbage Sabzi,0,0,0,1,g,100,85.0,2.0,4.0,10.0,3.0,2.5,120.0,0.4,0.36,0.32,20.0,2.88,1.98,39.6,0.61,0.56,0.54,1.48,1.51,vegetables
Canada,Caesar Cocktail,0,0,0,1,ml,100,52.0,0.6,0.2,7.5,0.4,5.5,240.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
United States,Caesar Salad,0,1,0,0,g,100,180.0,7.0,14.0,6.0,1.4,2.0,360.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Cafreal Chicken,0,1,0,0,g,100,230.0,19.0,15.0,5.0,1.0,1.5,320.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
Portugal,Caldo Verde,0,1,0,0,ml,100,55.0,2.4,2.8,5.0,1.0,0.8,260.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Calf,1,0,0,0,g,100,124.42,18.32,5.66,0.0,0.0,0.0,85.61,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Canned Tuna,0,1,0,0,g,100,116.0,26.0,1.0,0.0,0.0,0.0,247.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Cantaloupe,0,0,0,1,unit,1,34.0,0.8,0.2,8.2,0.9,7.9,16.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Cappuccino,1,0,0,0,ml,100,40.0,2.1,2.0,3.8,0.0,3.8,38.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Capsicum,1,0,0,0,g,100,18.24,1.31,0.41,1.09,2.15,0.92,1.7,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Capsicum Masala,0,0,0,1,g,100,90.0,2.0,5.0,10.0,2.5,3.0,130.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Cardamom,1,0,0,0,g,100,262.79,7.39,2.7,32.55,23.28,3.29,15.88,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Panama,Carimañola,0,1,0,0,unit,1,160.0,4.0,6.4,21.4,1.4,0.7,190.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Carrot,1,0,0,0,g,100,35.73,0.99,0.47,4.92,4.33,3.59,56.51,0.4,0.36,0.32,20.0,2.88,1.98,39.6,0.61,0.56,0.54,1.48,1.51,vegetables
,Carrot Peas Sabzi,0,0,0,1,g,100,95.0,3.0,4.0,12.0,4.0,4.0,120.0,0.4,0.36,0.32,20.0,2.88,1.98,39.6,0.61,0.56,0.54,1.48,1.51,vegetables
El Salvador,Casamiento,0,0,0,1,g,100,154.0,4.5,2.2,28.3,3.0,0.6,180.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Cashew,0,0,0,1,unit,1,553.0,18.2,43.8,30.2,3.3,5.9,12.0,4.28,3.89,3.5,108.0,31.1,21.38,427.68,6.61,6.03,5.83,15.94,16.33,nuts
,Cashew nut,1,0,0,0,g,100,582.7,18.78,45.2,23.23,3.86,3.11,9.0,7.13,6.48,5.83,180.0,51.84,35.64,712.8,11.02,10.04,9.72,26.57,27.22,nuts
,Cat fish,0,1,0,0,g,100,116.4,19.02,4.19,0.0,0.0,0.0,32.05,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Catla,1,0,0,0,g,100,94.17,17.94,2.15,0.0,0.0,0.0,36.56,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Cauliflower,1,0,0,0,unit,1,22.94,2.15,0.44,1.05,3.71,0.47,30.72,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Cauliflower leaves,1,0,0,0,g,100,35.37,3.9,0.42,2.15,3.43,0.61,24.31,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Caviar Lime,0,0,0,1,unit,1,30.0,0.4,0.1,8.0,2.5,2.0,2.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Celery stalk,1,0,0,0,g,100,16.49,0.98,0.24,1.42,2.09,0.75,10.68,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Lithuania,Cepelinai,0,1,0,0,unit,1,220.0,8.5,7.0,29.0,1.8,1.0,260.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Cha (Tea),0,0,0,1,ml,100,35.0,0.8,0.8,6.0,0.0,5.5,20.0,0.65,0.59,0.53,27.0,4.75,3.27,65.34,1.01,0.92,0.89,2.44,2.49,beverages
India,Chaas,1,0,0,0,ml,100,35.0,1.9,1.0,4.5,0.0,3.8,45.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
India,Chaas (Buttermilk),1,0,0,0,ml,100,40.0,1.8,1.0,4.8,0.0,4.8,50.0,1.07,0.97,0.87,40.5,7.78,5.35,106.92,1.65,1.51,1.46,3.99,4.08,dairy
India,Chaat,1,0,0,0,plate,1,220.0,5.0,8.0,31.0,4.0,4.0,410.0,1.1,1.0,0.9,50.0,8.0,5.5,110.0,1.69,1.55,1.5,4.1,4.19,general
,Chagempomba,0,0,0,1,g,100,120.0,3.0,3.0,20.0,3.0,1.0,110.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Chainsoo,1,0,0,0,g,100,145.0,8.0,5.0,16.0,3.0,1.0,170.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Chak-hao Kheer,1,0,0,0,g,100,180.0,3.0,4.0,32.0,1.0,18.0,50.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Chakhwi,1,0,0,0,g,100,120.0,3.0,6.0,13.0,2.0,1.5,150.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Chakla,1,0,0,0,g,100,97.04,20.21,1.68,0.0,0.0,0.0,51.41,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Chakli,0,0,0,1,unit,1,114.0,3.0,4.1,16.3,1.5,0.8,62.3,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Chakuli Pitha,1,0,0,0,unit,1,120.0,2.0,2.0,23.0,1.0,0.5,80.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
India,Chamthong (Kangshoi),0,0,0,1,g,100,60.0,2.0,2.0,8.0,2.5,1.0,100.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Chana Dal,0,0,0,1,g,100,364.0,21.0,6.0,61.0,12.0,10.8,24.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Chana Ghugni,1,0,0,0,g,100,160.0,7.0,5.0,21.0,5.0,2.0,170.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
India,Chana Madra,1,0,0,0,g,100,160.0,7.0,8.0,18.0,4.0,2.0,210.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Chana Masala,0,0,0,1,g,100,165.0,8.0,5.0,22.0,6.0,4.0,220.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Chapati,0,0,0,1,unit,1,75.0,2.5,0.4,15.0,2.0,0.2,120.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Chappal,1,0,0,0,g,100,75.76,17.17,0.67,0.0,0.0,0.0,38.12,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
Singapore,Char Kway Teow,0,1,0,0,g,100,180.0,5.5,7.0,23.0,0.9,1.2,370.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
China,Char Siu,0,1,0,0,g,100,242.0,18.0,14.0,10.0,0.1,7.0,520.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Cheddar Cheese,1,0,0,0,g,100,403.0,25.0,33.0,1.3,0.0,0.5,621.0,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
,Cheese,1,0,0,0,g,100,402.0,25.0,33.0,1.3,0.0,0.5,621.0,1.19,1.08,0.97,45.0,8.64,5.94,118.8,1.84,1.67,1.62,4.43,4.54,dairy
,Cheese Omelette,0,0,1,0,unit,1,145.0,9.0,11.0,1.5,0.0,0.5,160.0,0.71,0.65,0.58,27.0,5.18,3.56,71.28,1.1,1.0,0.97,2.66,2.72,dairy
,Cheese Pizza,1,0,0,0,unit,1,285.0,12.0,10.0,36.0,2.4,3.5,620.0,0.71,0.65,0.58,27.0,5.18,3.56,71.28,1.1,1.0,0.97,2.66,2.72,dairy
,Cheese Slices,1,0,0,0,unit,1,65.0,3.8,5.2,1.0,0.0,0.3,180.0,0.71,0.65,0.58,27.0,5.18,3.56,71.28,1.1,1.0,0.97,2.66,2.72,dairy
United States,Cheeseburger,0,1,0,0,unit,1,303.0,17.0,14.0,30.0,1.5,5.0,715.0,0.71,0.65,0.58,27.0,5.18,3.56,71.28,1.1,1.0,0.97,2.66,2.72,dairy
,Cheesecake,1,0,0,0,unit,1,257.0,4.4,18.0,20.0,0.4,17.0,250.0,0.71,0.65,0.58,27.0,5.18,3.56,71.28,1.1,1.0,0.97,2.66,2.72,dairy
,Chegodilu,0,0,0,1,unit,1,115.0,2.0,5.0,15.0,1.0,0.5,110.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Chelu,1,0,0,0,g,100,87.48,20.02,0.7,0.0,0.0,0.0,37.6,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Chembali,1,0,0,0,g,100,97.04,20.06,1.77,0.0,0.0,0.0,38.98,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Chepala Pulusu (Fish Curry),0,1,0,0,g,100,125.0,8.0,7.0,6.0,1.5,3.0,340.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Cherries,1,0,0,0,g,100,59.75,1.49,0.46,10.72,2.12,10.72,1.64,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Cherry,0,0,0,1,unit,1,50.0,1.0,0.3,12.2,1.6,8.5,3.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Chettinad Chicken,0,1,0,0,g,100,240.0,20.0,15.0,6.0,1.0,1.5,360.0,2.97,2.7,2.43,90.0,21.6,14.85,297.0,4.59,4.19,4.05,11.07,11.34,meat
,Chhang,0,0,0,1,ml,100,62.0,0.5,0.0,13.0,0.0,2.0,5.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Chhang (Millet Beer),0,0,0,1,ml,100,65.0,0.5,0.0,13.0,0.0,2.0,5.0,0.69,0.63,0.57,31.5,5.04,3.46,69.3,1.07,0.98,0.94,2.58,2.65,general
,Chhena Gaja,1,0,0,0,unit,1,170.0,3.0,6.0,26.0,0.0,16.0,45.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Chhena Poda,1,0,0,0,unit,1,180.0,5.0,7.0,24.0,0.0,18.0,60.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
,Chhum Han,0,0,0,1,g,100,60.0,2.0,1.0,10.0,2.5,1.0,90.0,0.77,0.7,0.63,35.0,5.6,3.85,77.0,1.19,1.08,1.05,2.87,2.94,general
,Chhutagi,1,0,0,0,unit,1,240.0,6.0,4.0,41.0,2.0,2.0,170.0,0.46,0.42,0.38,21.0,3.36,2.31,46.2,0.71,0.65,0.63,1.72,1.76,general
